ville,code_commune,departement,region,annee,score_sportif,score_economique
Paris,75056,Paris,Île-de-France,2 023,"1,000","0,427"
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 018,"0,962","0,567"
Paris,75056,Paris,Île-de-France,2 019,"0,951","0,967"
Paris,75056,Paris,Île-de-France,2 022,"0,939","0,417"
Paris,75056,Paris,Île-de-France,2 020,"0,934","0,957"
Paris,75056,Paris,Île-de-France,2 018,"0,902","0,927"
Paris,75056,Paris,Île-de-France,2 021,"0,870","1,000"
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 012,"0,855","0,546"
Paris,75056,Paris,Île-de-France,2 015,"0,810","0,816"
Saint-Etienne,42218,Loire,Rhône-Alpes,2 015,"0,806","0,552"
Paris,75056,Paris,Île-de-France,2 016,"0,806","0,857"
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 022,"0,805","0,107"
Paris,75056,Paris,Île-de-France,2 014,"0,791","0,796"
Paris,75056,Paris,Île-de-France,2 017,"0,789","0,886"
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 023,"0,771","0,090"
Lens,62498,Pas-de-Calais,Nord-Pas-de-Calais,2 023,"0,763","0,002"
Paris,75056,Paris,Île-de-France,2 013,"0,763","0,776"
Saint-raphaël,83118,Var,Provence-Alpes-Côte d'Azur,2 013,"0,758","0,537"
Lyon,69123,Rhône,Rhône-Alpes,2 012,"0,737","0,542"
Rennes,35238,Îlle-et-Vilaine,Bretagne,2 020,"0,730","0,541"
La Rochelle,17300,Charente-Maritime,Poitou-Charentes,2 021,"0,728","0,562"
Saint-Etienne,42218,Loire,Rhône-Alpes,2 014,"0,727","0,541"
Rennes,35238,Îlle-et-Vilaine,Bretagne,2 023,"0,721","0,019"
Toulon,83137,Var,Provence-Alpes-Côte d'Azur,2 014,"0,721","0,517"
Toulon,83137,Var,Provence-Alpes-Côte d'Azur,2 015,"0,717","0,522"
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 020,"0,717","0,581"
Levallois-perret,92044,Hauts-de-Seine,Île-de-France,2 022,"0,715","0,009"
Castres,81065,Tarn,Midi-Pyrénées,2 012,"0,708","0,521"
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 013,"0,707","0,552"
Lyon,69123,Rhône,Rhône-Alpes,2 019,"0,703","0,606"
Toulon,83137,Var,Provence-Alpes-Côte d'Azur,2 012,"0,702","0,503"
Lyon,69123,Rhône,Rhône-Alpes,2 023,"0,697","0,064"
Dunkerque,59183,Nord,Nord-Pas-de-Calais,2 012,"0,696","0,516"
La Rochelle,17300,Charente-Maritime,Poitou-Charentes,2 022,"0,688","0,007"
Montpellier,34172,Hérault,Languedoc-Roussillon,2 012,"0,686","0,531"
Castres,81065,Tarn,Midi-Pyrénées,2 022,"0,685","0,002"
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 015,"0,684","0,555"
Rennes,35238,Îlle-et-Vilaine,Bretagne,2 022,"0,680","0,020"
Saint-Etienne,42218,Loire,Rhône-Alpes,2 019,"0,676","0,553"
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 019,"0,674","0,582"
Gap,05061,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 016,"0,674","0,507"
Gap,05061,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 017,"0,674","0,503"
Lyon,69123,Rhône,Rhône-Alpes,2 015,"0,668","0,569"
Lyon,69123,Rhône,Rhône-Alpes,2 018,"0,667","0,592"
La Rochelle,17300,Charente-Maritime,Poitou-Charentes,2 020,"0,666","0,560"
Lyon,69123,Rhône,Rhône-Alpes,2 014,"0,665","0,558"
La Rochelle,17300,Charente-Maritime,Poitou-Charentes,2 023,"0,664","0,007"
Levallois-perret,92044,Hauts-de-Seine,Île-de-France,2 021,"0,663","0,659"
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 021,"0,661","0,602"
Lens,62498,Pas-de-Calais,Nord-Pas-de-Calais,2 022,"0,661","0,002"
Lyon,69123,Rhône,Rhône-Alpes,2 013,"0,659","0,550"
Paris,75056,Paris,Île-de-France,2 012,"0,659","0,772"
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 014,"0,657","0,552"
Lorient,56121,Morbihan,Bretagne,2 014,"0,655","0,528"
Lorient,56121,Morbihan,Bretagne,2 013,"0,655","0,513"
Montpellier,34172,Hérault,Languedoc-Roussillon,2 018,"0,654","0,565"
Saint-Etienne,42218,Loire,Rhône-Alpes,2 016,"0,652","0,550"
Thonon-les-Bains,74281,Haute-Savoie,Rhône-Alpes,2 012,"0,650","0,506"
Lyon,69123,Rhône,Rhône-Alpes,2 016,"0,645","0,574"
Toulon,83137,Var,Provence-Alpes-Côte d'Azur,2 013,"0,644","0,514"
La Rochelle,17300,Charente-Maritime,Poitou-Charentes,2 017,"0,642","0,564"
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,2 012,"0,637","0,553"
Saint-Etienne,42218,Loire,Rhône-Alpes,2 013,"0,637","0,532"
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 017,"0,634","0,558"
Gap,05061,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 018,"0,630","0,506"
Saint-Etienne,42218,Loire,Rhône-Alpes,2 018,"0,628","0,549"
Toulon,83137,Var,Provence-Alpes-Côte d'Azur,2 017,"0,625","0,518"
Toulon,83137,Var,Provence-Alpes-Côte d'Azur,2 016,"0,624","0,525"
Lorient,56121,Morbihan,Bretagne,2 023,"0,622","0,004"
Lyon,69123,Rhône,Rhône-Alpes,2 020,"0,621","0,601"
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2 017,"0,619","0,540"
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,2 023,"0,617","0,011"
Saint-raphaël,83118,Var,Provence-Alpes-Côte d'Azur,2 016,"0,616","0,561"
Montpellier,34172,Hérault,Languedoc-Roussillon,2 015,"0,614","0,554"
Montpellier,34172,Hérault,Languedoc-Roussillon,2 019,"0,614","0,577"
Toulon,83137,Var,Provence-Alpes-Côte d'Azur,2 018,"0,613","0,519"
Lyon,69123,Rhône,Rhône-Alpes,2 022,"0,609","0,067"
Saint-Etienne,42218,Loire,Rhône-Alpes,2 017,"0,609","0,549"
Rennes,35238,Îlle-et-Vilaine,Bretagne,2 018,"0,608","0,542"
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 016,"0,608","0,555"
Guingamp,22070,Côtes d'Armor,Bretagne,2 015,"0,608","0,554"
Lille,59350,Nord,Nord-Pas-de-Calais,2 020,"0,608","0,559"
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2 018,"0,607","0,542"
Guingamp,22070,Côtes d'Armor,Bretagne,2 017,"0,606","0,556"
Levallois-perret,92044,Hauts-de-Seine,Île-de-France,2 014,"0,606","0,613"
Brive-la-Gaillarde,19031,Corrèze,Limousin,2 017,"0,604","0,515"
Lille,59350,Nord,Nord-Pas-de-Calais,2 019,"0,603","0,563"
Lyon,69123,Rhône,Rhône-Alpes,2 017,"0,603","0,584"
Castres,81065,Tarn,Midi-Pyrénées,2 013,"0,601","0,531"
Montpellier,34172,Hérault,Languedoc-Roussillon,2 020,"0,600","0,573"
Montpellier,34172,Hérault,Languedoc-Roussillon,2 013,"0,599","0,540"
Lille,59350,Nord,Nord-Pas-de-Calais,2 014,"0,599","0,527"
Lille,59350,Nord,Nord-Pas-de-Calais,2 023,"0,599","0,027"
Saint-Etienne,42218,Loire,Rhône-Alpes,2 012,"0,599","0,516"
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,2 023,"0,595","0,053"
Reims,51454,Marne,Champagne-Ardenne,2 020,"0,594","0,546"
Rennes,35238,Îlle-et-Vilaine,Bretagne,2 021,"0,593","0,548"
Rennes,35238,Îlle-et-Vilaine,Bretagne,2 012,"0,593","0,497"
Cholet,49099,Maine-et-Loire,Pays de la Loire,2 012,"0,593","0,502"
Rennes,35238,Îlle-et-Vilaine,Bretagne,2 016,"0,592","0,532"
Bastia,2B033,Haute-Corse,Corse,2 016,"0,587","0,466"
Briançon,05023,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 015,"0,585","0,426"
Lille,59350,Nord,Nord-Pas-de-Calais,2 012,"0,584","0,510"
Chalon-sur-saône,71076,Saône-et-Loire,Bourgogne,2 017,"0,582","0,552"
Chalon-sur-saône,71076,Saône-et-Loire,Bourgogne,2 012,"0,582","0,529"
Levallois-perret,92044,Hauts-de-Seine,Île-de-France,2 023,"0,582","0,008"
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,2 013,"0,581","0,566"
Castres,81065,Tarn,Midi-Pyrénées,2 016,"0,581","0,537"
Castres,81065,Tarn,Midi-Pyrénées,2 014,"0,581","0,536"
La Rochelle,17300,Charente-Maritime,Poitou-Charentes,2 019,"0,581","0,569"
Lille,59350,Nord,Nord-Pas-de-Calais,2 013,"0,580","0,518"
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,2 014,"0,580","0,577"
Epinal,88160,Vosges,Lorraine,2 016,"0,577","0,570"
Briançon,05023,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 014,"0,577","0,427"
Saint-raphaël,83118,Var,Provence-Alpes-Côte d'Azur,2 017,"0,575","0,548"
Brest,29019,Finistère,Bretagne,2 022,"0,574","0,008"
Guingamp,22070,Côtes d'Armor,Bretagne,2 018,"0,573","0,526"
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2 022,"0,573","0,048"
Bastia,2B033,Haute-Corse,Corse,2 015,"0,571","0,469"
Rennes,35238,Îlle-et-Vilaine,Bretagne,2 015,"0,571","0,526"
Reims,51454,Marne,Champagne-Ardenne,2 019,"0,569","0,548"
Lille,59350,Nord,Nord-Pas-de-Calais,2 016,"0,566","0,545"
Montpellier,34172,Hérault,Languedoc-Roussillon,2 016,"0,565","0,559"
Brive-la-Gaillarde,19031,Corrèze,Limousin,2 015,"0,563","0,510"
Rennes,35238,Îlle-et-Vilaine,Bretagne,2 017,"0,563","0,534"
Thonon-les-Bains,74281,Haute-Savoie,Rhône-Alpes,2 014,"0,563","0,537"
Brive-la-Gaillarde,19031,Corrèze,Limousin,2 016,"0,561","0,511"
La Rochelle,17300,Charente-Maritime,Poitou-Charentes,2 018,"0,561","0,564"
Bastia,2B033,Haute-Corse,Corse,2 013,"0,560","0,454"
Castres,81065,Tarn,Midi-Pyrénées,2 017,"0,559","0,535"
Montpellier,34172,Hérault,Languedoc-Roussillon,2 022,"0,558","0,036"
Saint-raphaël,83118,Var,Provence-Alpes-Côte d'Azur,2 015,"0,558","0,552"
Saint-raphaël,83118,Var,Provence-Alpes-Côte d'Azur,2 012,"0,558","0,526"
Valenciennes,59606,Nord,Nord-Pas-de-Calais,2 013,"0,557","0,538"
Gap,05061,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 015,"0,555","0,504"
Briançon,05023,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 013,"0,555","0,430"
Chamonix,74056,Haute-Savoie,Rhône-Alpes,2 012,"0,555","0,381"
Chalon-sur-saône,71076,Saône-et-Loire,Bourgogne,2 014,"0,554","0,552"
Lyon,69123,Rhône,Rhône-Alpes,2 021,"0,553","0,612"
Brest,29019,Finistère,Bretagne,2 020,"0,551","0,524"
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2 016,"0,551","0,538"
Montpellier,34172,Hérault,Languedoc-Roussillon,2 017,"0,549","0,564"
Chambéry,73065,Savoie,Rhône-Alpes,2 012,"0,548","0,478"
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2 020,"0,548","0,550"
Levallois-perret,92044,Hauts-de-Seine,Île-de-France,2 020,"0,548","0,643"
Chalon-sur-saône,71076,Saône-et-Loire,Bourgogne,2 016,"0,548","0,567"
Chalon-sur-saône,71076,Saône-et-Loire,Bourgogne,2 013,"0,548","0,539"
Rennes,35238,Îlle-et-Vilaine,Bretagne,2 019,"0,547","0,549"
Strasbourg,67482,Bas-Rhin,Alsace,2 016,"0,547","0,536"
Amiens,80021,Somme,Picardie,2 018,"0,545","0,535"
Lille,59350,Nord,Nord-Pas-de-Calais,2 015,"0,542","0,536"
Valenciennes,59606,Nord,Nord-Pas-de-Calais,2 012,"0,542","0,524"
Brive-la-Gaillarde,19031,Corrèze,Limousin,2 014,"0,541","0,495"
Castres,81065,Tarn,Midi-Pyrénées,2 019,"0,539","0,538"
Castres,81065,Tarn,Midi-Pyrénées,2 018,"0,539","0,533"
Brest,29019,Finistère,Bretagne,2 023,"0,538","0,008"
Amiens,80021,Somme,Picardie,2 019,"0,538","0,539"
Lille,59350,Nord,Nord-Pas-de-Calais,2 021,"0,538","0,558"
Saint-raphaël,83118,Var,Provence-Alpes-Côte d'Azur,2 018,"0,537","0,552"
Montpellier,34172,Hérault,Languedoc-Roussillon,2 023,"0,537","0,036"
Lille,59350,Nord,Nord-Pas-de-Calais,2 022,"0,536","0,029"
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2 019,"0,535","0,550"
Montpellier,34172,Hérault,Languedoc-Roussillon,2 014,"0,535","0,543"
Nîmes,30189,Gard,Languedoc-Roussillon,2 019,"0,534","0,546"
Gap,05061,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 021,"0,533","0,501"
Briançon,05023,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 012,"0,533","0,415"
Chamonix,74056,Haute-Savoie,Rhône-Alpes,2 013,"0,533","0,384"
Cergy-Pontoise,95127,Val d'Oise,Île-de-France,2 023,"0,533","0,008"
Cergy-Pontoise,95127,Val d'Oise,Île-de-France,2 022,"0,533","0,008"
Brest,29019,Finistère,Bretagne,2 012,"0,532","0,498"
Roanne,42187,Loire,Rhône-Alpes,2 013,"0,531","0,524"
Rennes,35238,Îlle-et-Vilaine,Bretagne,2 014,"0,529","0,517"
Lens,62498,Pas-de-Calais,Nord-Pas-de-Calais,2 021,"0,529","0,585"
Sochaux,25547,Doubs,Franche-Comté,2 012,"0,526","0,625"
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,2 019,"0,524","0,593"
Dunkerque,59183,Nord,Nord-Pas-de-Calais,2 013,"0,523","0,532"
Toulon,83137,Var,Provence-Alpes-Côte d'Azur,2 020,"0,523","0,518"
Nantes,44109,Loire-Atlantique,Pays de la Loire,2 017,"0,522","0,575"
Montpellier,34172,Hérault,Languedoc-Roussillon,2 021,"0,522","0,576"
Lorient,56121,Morbihan,Bretagne,2 012,"0,522","0,497"
Brive-la-Gaillarde,19031,Corrèze,Limousin,2 022,"0,522","0,003"
Brive-la-Gaillarde,19031,Corrèze,Limousin,2 021,"0,521","0,510"
Brive-la-Gaillarde,19031,Corrèze,Limousin,2 020,"0,521","0,504"
Reims,51454,Marne,Champagne-Ardenne,2 014,"0,521","0,526"
Levallois-perret,92044,Hauts-de-Seine,Île-de-France,2 018,"0,520","0,644"
Biarritz,64122,Pyrénées-Atlantiques,Aquitaine,2 012,"0,519","0,529"
Thonon-les-Bains,74281,Haute-Savoie,Rhône-Alpes,2 013,"0,519","0,515"
Castres,81065,Tarn,Midi-Pyrénées,2 021,"0,518","0,536"
Lorient,56121,Morbihan,Bretagne,2 015,"0,517","0,538"
Guingamp,22070,Côtes d'Armor,Bretagne,2 014,"0,515","0,551"
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,2 022,"0,515","0,011"
Levallois-perret,92044,Hauts-de-Seine,Île-de-France,2 017,"0,514","0,633"
Levallois-perret,92044,Hauts-de-Seine,Île-de-France,2 012,"0,514","0,594"
Rennes,35238,Îlle-et-Vilaine,Bretagne,2 013,"0,513","0,508"
Lorient,56121,Morbihan,Bretagne,2 016,"0,512","0,536"
Guingamp,22070,Côtes d'Armor,Bretagne,2 016,"0,512","0,551"
Nantes,44109,Loire-Atlantique,Pays de la Loire,2 018,"0,512","0,577"
Chambéry,73065,Savoie,Rhône-Alpes,2 013,"0,512","0,491"
Cergy-Pontoise,95127,Val d'Oise,Île-de-France,2 021,"0,510","0,520"
Gap,05061,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 019,"0,510","0,508"
Gap,05061,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 023,"0,510","0,003"
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2 013,"0,509","0,517"
Dunkerque,59183,Nord,Nord-Pas-de-Calais,2 014,"0,507","0,543"
Lorient,56121,Morbihan,Bretagne,2 022,"0,506","0,004"
Auxerre,89024,Yonne,Bourgogne,2 023,"0,506","0,002"
Dijon,21231,Côte-d'Or,Bourgogne,2 018,"0,505","0,530"
Sochaux,25547,Doubs,Franche-Comté,2 013,"0,505","0,625"
Nancy,54395,Meurthe-et-Moselle,Lorraine,2 012,"0,504","0,503"
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2 023,"0,504","0,045"
Lille,59350,Nord,Nord-Pas-de-Calais,2 017,"0,504","0,547"
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,2 017,"0,504","0,578"
Reims,51454,Marne,Champagne-Ardenne,2 023,"0,504","0,014"
Metz,57463,Moselle,Lorraine,2 017,"0,500","0,532"
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,2 018,"0,499","0,580"
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,2 015,"0,498","0,579"
Reims,51454,Marne,Champagne-Ardenne,2 013,"0,497","0,516"
Chambéry,73065,Savoie,Rhône-Alpes,2 019,"0,497","0,521"
Perpignan,66136,Pyrénées-Orientales,Languedoc-Roussillon,2 013,"0,497","0,547"
Portel,62667,Pas-de-Calais,Nord-Pas-de-Calais,2 017,"0,496","0,580"
Roanne,42187,Loire,Rhône-Alpes,2 012,"0,496","0,513"
Saint-raphaël,83118,Var,Provence-Alpes-Côte d'Azur,2 014,"0,496","0,535"
Thonon-les-Bains,74281,Haute-Savoie,Rhône-Alpes,2 015,"0,494","0,552"
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,2 016,"0,492","0,581"
Toulon,83137,Var,Provence-Alpes-Côte d'Azur,2 023,"0,492","0,014"
Amiens,80021,Somme,Picardie,2 020,"0,490","0,551"
Metz,57463,Moselle,Lorraine,2 021,"0,490","0,527"
Metz,57463,Moselle,Lorraine,2 020,"0,489","0,528"
Chamonix,74056,Haute-Savoie,Rhône-Alpes,2 015,"0,488","0,408"
Morzine,74191,Haute-Savoie,Rhône-Alpes,2 012,"0,488","0,366"
Gap,05061,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 022,"0,488","0,003"
Reims,51454,Marne,Champagne-Ardenne,2 015,"0,486","0,536"
Reims,51454,Marne,Champagne-Ardenne,2 022,"0,486","0,015"
Chalon-sur-saône,71076,Saône-et-Loire,Bourgogne,2 015,"0,479","0,565"
Ajaccio,2A004,Corse-du-Sud,Corse,2 012,"0,479","0,449"
Chambéry,73065,Savoie,Rhône-Alpes,2 015,"0,478","0,504"
Chambéry,73065,Savoie,Rhône-Alpes,2 023,"0,478","0,005"
Castres,81065,Tarn,Midi-Pyrénées,2 020,"0,477","0,530"
Bayonne,64102,Pyrénées-Atlantiques,Aquitaine,2 014,"0,477","0,495"
La Rochelle,17300,Charente-Maritime,Poitou-Charentes,2 016,"0,477","0,562"
Biarritz,64122,Pyrénées-Atlantiques,Aquitaine,2 013,"0,477","0,551"
Castres,81065,Tarn,Midi-Pyrénées,2 023,"0,477","0,002"
Toulon,83137,Var,Provence-Alpes-Côte d'Azur,2 021,"0,476","0,526"
Saint-raphaël,83118,Var,Provence-Alpes-Côte d'Azur,2 019,"0,475","0,558"
Sélestat,67462,Bas-Rhin,Alsace,2 012,"0,475","0,500"
Saint-raphaël,83118,Var,Provence-Alpes-Côte d'Azur,2 023,"0,475","0,004"
Limoges,87085,Haute-Vienne,Limousin,2 022,"0,473","0,008"
Limoges,87085,Haute-Vienne,Limousin,2 018,"0,471","0,533"
Nantes,44109,Loire-Atlantique,Pays de la Loire,2 019,"0,469","0,588"
Troyes,10387,Aube,Champagne-Ardenne,2 022,"0,468","0,004"
Sochaux,25547,Doubs,Franche-Comté,2 014,"0,468","0,622"
Ajaccio,2A004,Corse-du-Sud,Corse,2 023,"0,468","0,005"
Dunkerque,59183,Nord,Nord-Pas-de-Calais,2 015,"0,468","0,552"
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,2 022,"0,467","0,053"
Gap,05061,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 020,"0,466","0,502"
Villard-de-Lans,38548,Isère,Rhône-Alpes,2 014,"0,466","0,452"
Morzine,74191,Haute-Savoie,Rhône-Alpes,2 013,"0,466","0,374"
Chamonix,74056,Haute-Savoie,Rhône-Alpes,2 022,"0,466","0,002"
Limoges,87085,Haute-Vienne,Limousin,2 019,"0,465","0,537"
Levallois-perret,92044,Hauts-de-Seine,Île-de-France,2 015,"0,465","0,627"
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,2 020,"0,465","0,587"
Lorient,56121,Morbihan,Bretagne,2 017,"0,464","0,552"
Limoges,87085,Haute-Vienne,Limousin,2 015,"0,464","0,535"
Nîmes,30189,Gard,Languedoc-Roussillon,2 020,"0,461","0,545"
Toulon,83137,Var,Provence-Alpes-Côte d'Azur,2 019,"0,461","0,526"
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2 015,"0,460","0,535"
Chambéry,73065,Savoie,Rhône-Alpes,2 017,"0,460","0,517"
Chambéry,73065,Savoie,Rhône-Alpes,2 016,"0,460","0,510"
Chambéry,73065,Savoie,Rhône-Alpes,2 022,"0,460","0,005"
Brive-la-Gaillarde,19031,Corrèze,Limousin,2 019,"0,460","0,518"
Saint-Etienne,42218,Loire,Rhône-Alpes,2 020,"0,458","0,556"
Nantes,44109,Loire-Atlantique,Pays de la Loire,2 022,"0,457","0,030"
Saint-Etienne,42218,Loire,Rhône-Alpes,2 021,"0,456","0,557"
Nantes,44109,Loire-Atlantique,Pays de la Loire,2 020,"0,455","0,582"
La Rochelle,17300,Charente-Maritime,Poitou-Charentes,2 015,"0,455","0,566"
Saint-raphaël,83118,Var,Provence-Alpes-Côte d'Azur,2 020,"0,454","0,555"
Saint-raphaël,83118,Var,Provence-Alpes-Côte d'Azur,2 021,"0,454","0,554"
Sélestat,67462,Bas-Rhin,Alsace,2 013,"0,454","0,505"
Bayonne,64102,Pyrénées-Atlantiques,Aquitaine,2 013,"0,454","0,489"
Bayonne,64102,Pyrénées-Atlantiques,Aquitaine,2 023,"0,454","0,005"
Saint-raphaël,83118,Var,Provence-Alpes-Côte d'Azur,2 022,"0,454","0,004"
Cholet,49099,Maine-et-Loire,Pays de la Loire,2 022,"0,453","0,003"
Guingamp,22070,Côtes d'Armor,Bretagne,2 019,"0,452","0,527"
Strasbourg,67482,Bas-Rhin,Alsace,2 015,"0,452","0,535"
Dijon,21231,Côte-d'Or,Bourgogne,2 019,"0,451","0,534"
Cholet,49099,Maine-et-Loire,Pays de la Loire,2 020,"0,450","0,525"
Cholet,49099,Maine-et-Loire,Pays de la Loire,2 023,"0,449","0,003"
Dunkerque,59183,Nord,Nord-Pas-de-Calais,2 016,"0,448","0,563"
Troyes,10387,Aube,Champagne-Ardenne,2 013,"0,445","0,543"
Boulazac,24053,Dordogne,Aquitaine,2 019,"0,445","0,496"
Nantes,44109,Loire-Atlantique,Pays de la Loire,2 016,"0,444","0,573"
Epinal,88160,Vosges,Lorraine,2 015,"0,444","0,572"
Epinal,88160,Vosges,Lorraine,2 017,"0,444","0,559"
Epinal,88160,Vosges,Lorraine,2 014,"0,444","0,555"
Gap,05061,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 013,"0,444","0,469"
Chamonix,74056,Haute-Savoie,Rhône-Alpes,2 020,"0,444","0,432"
Chamonix,74056,Haute-Savoie,Rhône-Alpes,2 019,"0,444","0,431"
Toulon,83137,Var,Provence-Alpes-Côte d'Azur,2 022,"0,444","0,014"
Nantes,44109,Loire-Atlantique,Pays de la Loire,2 015,"0,443","0,570"
Limoges,87085,Haute-Vienne,Limousin,2 021,"0,443","0,535"
Saint-Etienne,42218,Loire,Rhône-Alpes,2 022,"0,442","0,013"
Bordeaux,33063,Gironde,Aquitaine,2 014,"0,442","0,549"
Dijon,21231,Côte-d'Or,Bourgogne,2 020,"0,441","0,532"
Brest,29019,Finistère,Bretagne,2 013,"0,441","0,514"
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2 021,"0,440","0,557"
Nîmes,30189,Gard,Languedoc-Roussillon,2 021,"0,439","0,543"
Dijon,21231,Côte-d'Or,Bourgogne,2 012,"0,439","0,006"
Metz,57463,Moselle,Lorraine,2 015,"0,438","0,533"
Cholet,49099,Maine-et-Loire,Pays de la Loire,2 013,"0,438","0,516"
Brive-la-Gaillarde,19031,Corrèze,Limousin,2 018,"0,438","0,513"
Brive-la-Gaillarde,19031,Corrèze,Limousin,2 023,"0,438","0,003"
Bayonne,64102,Pyrénées-Atlantiques,Aquitaine,2 015,"0,437","0,500"
Brive-la-Gaillarde,19031,Corrèze,Limousin,2 012,"0,437","0,461"
Reims,51454,Marne,Champagne-Ardenne,2 016,"0,436","0,540"
Tremblay-en-france,93073,Seine-Saint-Denis,Île-de-France,2 019,"0,434","0,538"
Ivry,94041,Val-de-Marne,Île-de-France,2 017,"0,434","0,504"
Ivry,94041,Val-de-Marne,Île-de-France,2 012,"0,434","0,494"
Bayonne,64102,Pyrénées-Atlantiques,Aquitaine,2 020,"0,434","0,484"
Lille,59350,Nord,Nord-Pas-de-Calais,2 018,"0,432","0,555"
